DUA;Item;Fecha;Año;Importador;RUC;Regimen;Código NCM;Aduana;Vía Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;País de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN Netos;Kgs. Brutos;Proveedor;Marca;Descripción de Mercadería;Descripción para Filtro
118-485884;0008;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;20;U;20;UNIDAD;0;No disponible;8370.58;418.53;8491.31;424.57;35.81;59.17;0.05917;62.28;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1UL0GN MIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-L-S-G-1C.;LUZ ( BALIZA ). ADB. SITCS1UL0GN MIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-L-S-G-1C.
118-485884;0009;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;25;U;25;UNIDAD;0;No disponible;10463.23;418.53;10614.13;424.57;44.76;73.96;0.07396;77.86;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1UR0G NMIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-R-S-G-1C.;LUZ ( BALIZA ). ADB. SITCS1UR0G NMIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-R-S-G-1C.
118-485884;0010;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;10;U;10;UNIDAD;0;No disponible;4296.68;429.67;4358.65;435.87;18.38;30.37;0.03037;31.97;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1UR0YNMG A23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-R-S-Y-1C-L852K(L).;LUZ ( BALIZA ). ADB. SITCS1UR0YNMG A23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-R-S-Y-1C-L852K(L).
118-485884;0011;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;14;U;14;UNIDAD;0;No disponible;5859.4;418.53;5943.91;424.57;25.06;41.42;0.04142;43.6;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1UW0GNMIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-W-S-G-1C.;LUZ ( BALIZA ). ADB. SITCS1UW0GNMIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-W-S-G-1C.
118-485884;0012;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;9;U;9;UNIDAD;0;No disponible;3867.02;429.67;3922.8;435.87;16.54;27.33;0.02733;28.77;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1UW0YNMI A23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-W-S-Y-1C.;LUZ ( BALIZA ). ADB. SITCS1UW0YNMI A23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C UNIDIR: SL-TC-I-8-U-W-S-Y-1C.
118-485884;0013;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;28;U;28;UNIDAD;0;No disponible;17187.7;613.85;17435.6;622.7;73.53;121.5;0.1215;127.9;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1BC0GGMI A33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-B-C-S-GG-2C.;LUZ ( BALIZA ). ADB. SITCS1BC0GGMI A33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-B-C-S-GG-2C.
118-485884;0014;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;13;U;13;UNIDAD;0;No disponible;7980;613.85;8095.1;622.7;34.14;56.41;0.05641;59.38;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1BC0GY MIA33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-B-C-S-GY-2C.;LUZ ( BALIZA ). ADB. SITCS1BC0GY MIA33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-B-C-S-GY-2C.
118-485884;0015;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;10;U;10;UNIDAD;0;No disponible;6138.46;613.85;6227;622.7;26.26;43.39;0.04339;45.67;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1BC0YGMI A33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-B-C-S-YG-2C.;LUZ ( BALIZA ). ADB. SITCS1BC0YGMI A33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-B-C-S-YG-2C.
118-485884;0016;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;46;U;46;UNIDAD;0;No disponible;28236.95;613.85;28644.2;622.7;120.8;199.61;0.19961;210.12;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1BW0GGMI A33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-B-W-S-GG-2C.;LUZ ( BALIZA ). ADB. SITCS1BW0GGMI A33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-B-W-S-GG-2C.
118-485884;0017;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;46;U;46;UNIDAD;0;No disponible;28236.95;613.85;28644.2;622.7;120.8;199.61;0.19961;210.12;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1BW0GYMI A33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-W-S-GY-2C-I.;LUZ ( BALIZA ). ADB. SITCS1BW0GYMI A33 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852D (L) LUZ TWY-C DOBLE: SL-TC-I-8-W-S-GY-2C-I.
118-485884;0018;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Suecia;España;136;U;136;UNIDAD;0;No disponible;67965.51;499.75;71682.33;527.08;3000;500.65;0.50065;527;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1BW0G  GMIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C BDIR: SL-TC-I-8-B-W-S-GG-1C.;LUZ ( BALIZA ). ADB. SITCS1BW0G  GMIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C BDIR: SL-TC-I-8-B-W-S-GG-1C.
118-485884;0019;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;86090000;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;1;U;1;UNIDAD;0;No disponible;5594.39;5594.39;5750.42;5750.42;98.52;3740;3.74;3740;SAMPOL INGENIERIA Y OBRAS. S.A.;SIN MARCA;CONTENEDOR. SIN MARCA. SIN MODELO ANO DE FABRICACION 2004 TRANSPORTE DE MERCANCIA CONT: CBXU4576080 CONTENEDOR DE 40 PIES;CONTENEDOR. SIN MARCA. SIN MODELO ANO DE FABRICACION 2004 TRANSPORTE DE MERCANCIA CONT: CBXU4576080 CONTENEDOR DE 40 PIES
118-008732;0001;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;11;U;11;UNIDAD;0;No disponible;7804.98;709.54;8060.57;732.78;174.98;96.22;0.09622;101.29;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN R/Y N/ARC MON 2.0 CPLG 11.;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN R/Y N/ARC MON 2.0 CPLG 11.
118-008732;0002;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;71;U;71;UNIDAD;0;No disponible;44672.9;629.2;46135.8;649.8;1001.54;550.75;0.55075;579.74;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN W/W N/ARC MON 2 CPLG 11.;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN W/W N/ARC MON 2 CPLG 11.
118-008732;0003;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;9;U;9;UNIDAD;0;No disponible;6193.37;688.15;6396.19;710.69;138.85;76.35;0.07635;80.37;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN W/Y N/ARC MON 2 CPLG 11.;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN W/Y N/ARC MON 2 CPLG 11.
118-008732;0004;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;10;U;10;UNIDAD;0;No disponible;7095.43;709.54;7327.79;732.78;159.07;87.47;0.08747;92.08;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN Y/R N/ARC MON 2.0 CPLG 11.;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN Y/R N/ARC MON 2.0 CPLG 11.
118-008732;0005;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;10;U;10;UNIDAD;0;No disponible;6881.53;688.15;7106.88;710.69;154.28;84.84;0.08484;89.3;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN Y/W N/ARC MON 2 CPLG 11.;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862 (L) RWY-E ELEV: EREL 12 IN Y/W N/ARC MON 2 CPLG 11.
118-008732;0006;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;1;U;1;UNIDAD;0;No disponible;639.16;639.16;660.1;660.1;14.33;7.88;0.00788;8.29;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862E (L) LUZ THR ELEV: EREL GR-L/N-NM-ICAO;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862E (L) LUZ THR ELEV: EREL GR-L/N-NM-ICAO
118-008732;0007;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;1;U;1;UNIDAD;0;No disponible;639.16;639.16;660.1;660.1;14.33;7.88;0.00788;8.29;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862E (L) LUZ THR ELEV: EREL RG-R/N-NM-ICAO;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO L-862E (L) LUZ THR ELEV: EREL RG-R/N-NM-ICAO
118-008732;0008;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;3;U;3;UNIDAD;0;No disponible;2234.87;744.96;2308.06;769.35;50.1;27.55;0.02755;29;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO PAPI: LED PAPI B 4 BOX CONTRACTOR ITEMS.;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO PAPI: LED PAPI B 4 BOX CONTRACTOR ITEMS.
118-008732;0009;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;3;U;3;UNIDAD;0;No disponible;64498.11;21499.37;66610.23;22203.41;1446.01;795.17;0.79517;837.02;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO PAPI: LED PAPI B L-880 2.8-6.6A 50/60 HZ 4 BOX.;LUZ. ADB. SIN MODELO LUZ ILUMINACION PISTA AEROPUERTO PAPI: LED PAPI B L-880 2.8-6.6A 50/60 HZ 4 BOX.
118-008732;0010;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;27;U;27;UNIDAD;0;No disponible;2037.66;75.47;2104.39;77.94;45.68;25.12;0.02512;26.44;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: 2 POLE FEMALE TO 2 2 POLE MALE WYE CBL.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: 2 POLE FEMALE TO 2 2 POLE MALE WYE CBL.
118-008732;0011;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;1;U;1;UNIDAD;0;No disponible;3419.18;3419.18;3531.15;3531.15;76.65;42.15;0.04215;44.37;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: ICAO.LED.600H.2500L.S-7.SGL-F.W SW.1-TH.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: ICAO.LED.600H.2500L.S-7.SGL-F.W SW.1-TH.
118-008732;0012;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;10;U;10;UNIDAD;0;No disponible;7154.82;715.48;7389.12;738.91;160.4;88.2;0.0882;92.85;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: PVO & PVL: TEXT PANEL 400/800- 2700.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: PVO & PVL: TEXT PANEL 400/800- 2700.
118-008732;0013;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;4;U;4;UNIDAD;0;No disponible;10671.54;2667.89;11021;2755.25;239.25;131.56;0.13156;138.49;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED 800H.2100L.SNGL.W SW.1T.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED 800H.2100L.SNGL.W SW.1T.
118-008732;0014;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;1;U;1;UNIDAD;0;No disponible;2843.64;2843.64;2936.77;2936.77;63.75;35.05;0.03505;36.9;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED.600H.1900L.STD.DBL.W/ SW.1T.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED.600H.1900L.STD.DBL.W/ SW.1T.
118-008732;0015;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;2;U;2;UNIDAD;0;No disponible;5928.31;2964.16;6122.44;3061.22;132.9;73.08;0.07308;76.93;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED.600H.2100L.STD.DBL.W/ SW.1T.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED.600H.2100L.STD.DBL.W/ SW.1T.
118-008732;0016;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;1;U;1;UNIDAD;0;No disponible;3081.05;3081.05;3181.94;3181.94;69.07;37.98;0.03798;39.98;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED.600H.2300L.STD.DBL.W/ SW.1T.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED.600H.2300L.STD.DBL.W/ SW.1T.
118-008732;0017;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;1;U;1;UNIDAD;0;No disponible;1687.63;1687.63;1742.9;1742.9;37.83;20.8;0.0208;21.9;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.1100L.SNGL.W SW.1T.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.1100L.SNGL.W SW.1T.
118-008732;0018;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;2;U;2;UNIDAD;0;No disponible;3973.02;1986.51;4103.13;2051.57;89.07;48.98;0.04898;51.56;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.1500L.SNGL.W SW.1T.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.1500L.SNGL.W SW.1T.
118-008732;0019;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;2;U;2;UNIDAD;0;No disponible;4882.91;2441.46;5042.81;2521.41;109.47;60.2;0.0602;63.36;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.1700L.SNGL.W SW.1T.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.1700L.SNGL.W SW.1T.
118-008732;0020;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;1;U;1;UNIDAD;0;No disponible;2523.43;2523.43;2606.07;2606.07;56.57;31.11;0.03111;32.74;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.1900L.SNGL.W SW.1T.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.1900L.SNGL.W SW.1T.
118-008732;0021;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;2;U;2;UNIDAD;0;No disponible;5422.5;2711.25;5600.07;2800.04;121.56;66.85;0.06685;70.37;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.2300L.SNGL.W SW.1.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.2300L.SNGL.W SW.1.
118-008732;0022;08/01/2022;2022;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;03118-21;NTMIA211527;MIAMI;Estados Unidos;España;2;U;2;UNIDAD;0;No disponible;6833.54;3416.77;7057.32;3528.66;153.2;84.24;0.08424;88.68;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.2700L.SNGL.W SW.1T.;LETRERO. ADB. SIN MODELO LETRERO ILUMINACION PISTA AEROPUERTO L-858(L) LETRERO: TP312 LED600H.2700L.SNGL.W SW.1T.
